t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,1.0383293593628475e-06,1.0015258551878665,96.0180881247874,0.0011059120628785953
2.0,1.032866265911495e-06,0.8358289391101275,80.0070123923513,0.0004582449716699001
4.0,1.0319852850782888e-06,0.8088057029566007,77.3994297326096,0.00020803509588808854
6.0,1.0318999895904164e-06,0.8035273814679251,76.8931018725045,0.00010266837490589891
8.0,1.0320371545396283e-06,0.8024589571791723,76.79160425771019,6.230684462184944e-05
10.0,1.0322864768413967e-06,0.8022351588045968,76.77112477148836,5.008771200702162e-05
12.0,1.032625841169366e-06,0.8021820740833565,76.76698062154199,4.7118732782199034e-05
14.0,1.03305090750824e-06,0.8021635412064088,76.76613333941101,4.6445399058145706e-05
16.0,1.033560989601187e-06,0.8021519436363419,76.7659498704786,4.6287034392435174e-05
18.0,1.0341561828437791e-06,0.8021416487373892,76.76589827991273,4.624921042787043e-05
20.0,1.0348367776354015e-06,0.8021314930933766,76.7658710904332,4.62457998913838e-05
22.0,1.0356031392569986e-06,0.8021212287890784,76.76584657832686,4.6257180318154025e-05
24.0,1.0364556833725653e-06,0.8021107985105391,76.76582034416431,4.6278500679457366e-05
26.0,1.03739487129675e-06,0.8021001859571669,76.76579148753025,4.63084291622202e-05
28.0,1.0384212094444075e-06,0.8020893842005674,76.76575981377661,4.6346571342254133e-05
30.0,1.039535249722331e-06,0.8020783886478784,76.76572526966251,4.639282068870771e-05
32.0,1.0407375901823203e-06,0.8020671953268982,76.7656878293134,4.644717333582477e-05
34.0,1.0420288757886243e-06,0.8020558004051723,76.76564747116034,4.650966775353016e-05
36.0,1.0434097992616543e-06,0.8020442000301946,76.76560417325913,4.6580362871341764e-05
38.0,1.0448811019954368e-06,0.802032390266913,76.76555791232161,4.665932960581777e-05
40.0,1.0464435750450247e-06,0.8020203670694869,76.76550866349451,4.674664749856276e-05
42.0,1.0480980601862618e-06,0.8020081262664811,76.76545640028814,4.684240341130544e-05
44.0,1.0498454510520386e-06,0.8019956635516223,76.76540109453288,4.694669107541095e-05
46.0,1.05168669434473e-06,0.8019829744768663,76.76534271633963,4.705961100426673e-05
48.0,1.0536227911309106e-06,0.8019700544463652,76.76528123405886,4.718127056493566e-05
50.0,1.0556547982192401e-06,0.8019568987106895,76.7652166142372,4.731178412370065e-05
52.0,1.0577838296272668e-06,0.801943502361026,76.76514882157134,4.74512732308668e-05
54.0,1.0600110581393425e-06,0.8019298603231984,76.76507781885884,4.7599866830368785e-05
56.0,1.0623377169607499e-06,0.8019159673514481,76.76500356694609,4.7757701488623086e-05
58.0,1.0647651014729763e-06,0.8019018180219329,76.76492602467292,4.7924921641123835e-05
60.0,1.067294571093653e-06,0.8018874067259102,76.764845148814,4.8101679856625876e-05
