t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,7.783702286214838e-07,1.0009547755371306,128.01327279994794,0.0010101926846907844
2.0,7.749935109340228e-07,0.8350459274147982,106.67443218026301,0.00041591465086988883
4.0,7.744815038892803e-07,0.8079771769277775,103.19886985977452,0.00018624329148545253
6.0,7.744612172520643e-07,0.8027076377972688,102.52398971580257,8.928487443384195e-05
8.0,7.745744764507015e-07,0.8016467383701182,102.38870308327351,5.21883259975144e-05
10.0,7.747527147252726e-07,0.8014276832094347,102.36140589293532,4.149978913286245e-05
12.0,7.749822956186519e-07,0.8013781350418179,102.35588292718266,3.934825960088706e-05
14.0,7.752605626661652e-07,0.8013626597591286,102.35475525309306,3.907952888918484e-05
16.0,7.755870766244916e-07,0.8013539470407668,102.35451327525763,3.912147686197047e-05
18.0,7.759618525898012e-07,0.8013464968682464,102.35444798123164,3.919007128951222e-05
20.0,7.763850076473073e-07,0.8013392051372991,102.3544161200888,3.924970486547505e-05
22.0,7.76856691924448e-07,0.8013318512925702,102.35438874310347,3.9303216314333944e-05
24.0,7.773770758497319e-07,0.8013243912007342,102.35435999402438,3.935572140791495e-05
26.0,7.779463482167326e-07,0.8013168154072986,102.35432868129479,3.941031476232353e-05
28.0,7.785647161704046e-07,0.8013091210063559,102.35429455493362,3.946856386343502e-05
30.0,7.792324054700888e-07,0.8013013061861153,102.35425755431743,3.953122419407034e-05
32.0,7.799496607647932e-07,0.8012933692298808,102.35421765619564,3.959866141287369e-05
34.0,7.807167458602528e-07,0.8012853083602058,102.35417484397439,3.967106189963986e-05
36.0,7.815339439877747e-07,0.8012771217275975,102.35412910149978,3.974853177093687e-05
38.0,7.824015580828464e-07,0.8012688074167277,102.35408041178974,3.983114235714691e-05
40.0,7.833199110808967e-07,0.8012603634508628,102.3540287567648,3.991895089047467e-05
42.0,7.84289346230768e-07,0.8012517877935007,102.3539741171796,4.001200988966885e-05
44.0,7.853102274295275e-07,0.8012430783483122,102.35391647259392,4.011037142696156e-05
46.0,7.863829395775902e-07,0.8012342329582011,102.35385580135076,4.021408908554733e-05
48.0,7.875078889571158e-07,0.8012252494039087,102.35379208055475,4.032321887804548e-05
50.0,7.886855036330216e-07,0.8012161254023682,102.35372528604958,4.04378196991184e-05
52.0,7.899162338779183e-07,0.8012068586049056,102.35365539239405,4.055795357024733e-05
54.0,7.912005526226889e-07,0.8011974465953229,102.3535823728368,4.068368579396307e-05
56.0,7.925389559308443e-07,0.8011878868878852,102.35350619928961,4.081508506958784e-05
58.0,7.939319635015436e-07,0.8011781769252165,102.35342684229903,4.0952223594516935e-05
60.0,7.953801191988823e-07,0.8011683140760995,102.35334427101654,4.1095177161978025e-05
62.0,7.968839916100985e-07,0.8011582956331874,102.35325845316711,4.124402525971217e-05
64.0,7.984441746332442e-07,0.8011481188106129,102.35316935501604,4.139885117305385e-05
66.0,8.000612880964477e-07,0.8011377807414987,102.3530769413339,4.155974209220955e-05
68.0,8.017359784081652e-07,0.8011272784753632,102.35298117535987,4.172678922570202e-05
70.0,8.034689192419691e-07,0.8011166089754125,102.35288201876311,4.1900087919562955e-05
72.0,8.052608122554582e-07,0.8011057691157192,102.35277943160199,4.207973778317271e-05
74.0,8.071123878456675e-07,0.8010947556782811,102.3526733722814,4.2265842821728745e-05
76.0,8.090244059430116e-07,0.8010835653499498,102.352563797508,4.245851157589953e-05
78.0,8.109976568436996e-07,0.8010721947192287,102.35245066224289,4.265785726912485e-05
80.0,8.130329620844407e-07,0.801060640272933,102.35233391965231,4.286399796248813e-05
82.0,8.151311753603173e-07,0.8010488983926988,102.35221352105566,4.307705671797407e-05
84.0,8.172931834877715e-07,0.8010369653513452,102.35208941587095,4.329716177041693e-05
86.0,8.195199074152343e-07,0.8010248373090696,102.35196155155766,4.352444670857925e-05
88.0,8.218123032831726e-07,0.8010125103094805,102.35182987355677,4.3759050665533684e-05
90.0,8.241713635367924e-07,0.8009999802754448,102.35169432522767,4.400111851950643e-05
92.0,8.265981180927359e-07,0.8009872430047561,102.35155484778224,4.4250801104999156e-05
94.0,8.290936355641531e-07,0.8009742941656032,102.35141138021552,4.4508255435270234e-05
96.0,8.316590245451979e-07,0.8009611292918312,102.35126385923294,4.477364493648632e-05
98.0,8.342954349591782e-07,0.8009477437779888,102.3511122191741,4.504713969439156e-05
100.0,8.370040594740776e-07,0.8009341328741469,102.35095639193261,4.532891671402814e-05
102.0,8.397861349864469e-07,0.8009202916804713,102.3507963068722,4.5619160193310594e-05
104.0,8.426429441816563e-07,0.8009062151415498,102.3506318907384,4.591806181123467e-05
106.0,8.455758171691138e-07,0.8008918980404457,102.3504630675661,4.6225821031600534e-05
108.0,8.485861332018391e-07,0.8008773349924723,102.35028975858219,4.6542645423029044e-05
110.0,8.516753224814907e-07,0.8008625204386719,102.3501118821037,4.6868750996322366e-05
112.0,8.548448680533944e-07,0.800847448638976,102.34992935343035,4.720436256025956e-05
114.0,8.580963078001303e-07,0.8008321136650398,102.34974208473218,4.754971409669745e-05
116.0,8.614312365348712e-07,0.8008165093927225,102.34954998493095,4.7905049156296746e-05
118.0,8.6485130820334e-07,0.8008006294942012,102.34935295957595,4.82706212762264e-05
120.0,8.683582381977299e-07,0.8007844674296914,102.34915091071313,4.864669442088167e-05
122.0,8.719538057930986e-07,0.8007680164387554,102.34894373674757,4.903354344734724e-05
124.0,8.756398567086217e-07,0.8007512695311724,102.34873133229883,4.943145459704769e-05
126.0,8.794183058043917e-07,0.800734219477345,102.3485135880486,4.9840726015126955e-05
128.0,8.832911399219213e-07,0.8007168587982164,102.34829039058067,5.0261668299434224e-05
130.0,8.872604208732807e-07,0.8006991797546649,102.34806162221193,5.069460508102766e-05
132.0,8.913282885936597e-07,0.800681174336349,102.34782716081477,5.113987363817527e-05
