t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,7.824919434742699e-07,1.0011292544500408,127.99652535030462,0.0008873007754817706
2.0,7.799992783208399e-07,0.8350459388677448,106.67185113175209,0.0003666166344313846
4.0,7.797224738907511e-07,0.8079437684679306,103.19813880691696,0.00016596643621766133
6.0,7.798359084701425e-07,0.8026673314934005,102.52359472204186,8.225054373726354e-05
8.0,7.80063885178957e-07,0.8016019483395552,102.3883689093879,5.1206598465918584e-05
10.0,7.803535834338755e-07,0.8013805010125098,102.36107861700191,4.2478180596081745e-05
12.0,7.806945091556661e-07,0.8013295650247153,102.35555180899331,4.062117894564927e-05
14.0,7.810846557571893e-07,0.8013131528307421,102.35441812408715,4.0318724802376594e-05
16.0,7.81523744581854e-07,0.8013037011260282,102.35416967161748,4.031664430675526e-05
18.0,7.820118593836939e-07,0.8012955956585263,102.35409777619418,4.036638006771537e-05
20.0,7.82549170933014e-07,0.8012876806582355,102.35405925146316,4.042454685786176e-05
22.0,7.831358820534556e-07,0.8012797120933987,102.3540251590033,4.048570541974101e-05
24.0,7.837722170050963e-07,0.8012716350722594,102.35398964204776,4.0550293299839395e-05
26.0,7.844584196823857e-07,0.8012634351235921,102.35395150634065,4.061911301813468e-05
28.0,7.851947535205297e-07,0.8012551069158306,102.35391049872769,4.069266838745957e-05
30.0,7.859815017203721e-07,0.8012466473784592,102.35386655527242,4.0771235509488044e-05
32.0,7.868189675351316e-07,0.801238054058901,102.3538196493337,4.085497013036415e-05
34.0,7.877074745764627e-07,0.8012293246752208,102.35376976085826,4.0943971432605774e-05
36.0,7.886473671374838e-07,0.8012204569728248,102.35371687016226,4.103831397491507e-05
38.0,7.896390105355492e-07,0.8012114486707711,102.3536609566597,4.113806277738215e-05
40.0,7.906827914756328e-07,0.8012022974388919,102.35360199858894,4.124328029599226e-05
42.0,7.917791184367406e-07,0.801193000886856,102.3535399729402,4.1354029635457856e-05
44.0,7.929284220812999e-07,0.8011835565581924,102.35347485542209,4.147037604588804e-05
46.0,7.941311556907363e-07,0.8011739619264243,102.35340662043524,4.159238764284425e-05
48.0,7.95387795624551e-07,0.8011642143920977,102.35333524104595,4.1720135778954805e-05
50.0,7.966988418073427e-07,0.8011543112801521,102.35326068895884,4.1853695260710556e-05
52.0,7.980648182430564e-07,0.8011442498373982,102.35318293448775,4.1993144498521814e-05
54.0,7.994862735571835e-07,0.8011340272299808,102.35310194652527,4.21385656294098e-05
56.0,8.009637815694006e-07,0.8011236405407803,102.35301769251049,4.229004463098314e-05
58.0,8.024979418956426e-07,0.8011130867667183,102.35293013839487,4.244767143440501e-05
60.0,8.040893805838108e-07,0.8011023628159618,102.35283924860656,4.261154004054342e-05
62.0,8.057387507814339e-07,0.8010914655050079,102.35274498601254,4.278174864133556e-05
64.0,8.07446733438235e-07,0.8010803915556444,102.35264731187905,4.295839974702283e-05
66.0,8.092140380455711e-07,0.8010691375917802,102.35254618582972,4.3141600320335745e-05
68.0,8.110414034125114e-07,0.8010577001361385,102.35244156580175,4.3331461917744284e-05
70.0,8.129295984818479e-07,0.8010460756068022,102.35233340799977,4.352810083839029e-05
72.0,8.148794231877593e-07,0.801034260313611,102.35222166684734,4.373163828115628e-05
74.0,8.168917093546828e-07,0.8010222504543967,102.35210629493609,4.394220051007867e-05
76.0,8.189673216435495e-07,0.8010100421110503,102.35198724297221,4.415991902869559e-05
78.0,8.211071585432181e-07,0.8009976312454157,102.35186445972042,4.438493076378039e-05
80.0,8.233121534123825e-07,0.8009850136949954,102.35173789194492,4.461737825896762e-05
82.0,8.255832755723793e-07,0.800972185168465,102.35160748434765,4.48574098785608e-05
84.0,8.279215314550959e-07,0.8009591412409792,102.35147317950334,4.510518002252626e-05
86.0,8.303279658075644e-07,0.8009458773492657,102.35133491779129,4.536084935280949e-05
88.0,8.328036629557636e-07,0.8009323887864914,102.35119263732392,4.5624585031819846e-05
90.0,8.353497481326836e-07,0.8009186706968898,102.3510462738717,4.589656097377559e-05
92.0,8.379673888709755e-07,0.8009047180701385,102.35089576078423,4.617695810960597e-05
94.0,8.406577964666013e-07,0.8008905257354693,102.35074102890759,4.646596466612787e-05
96.0,8.434222275145979e-07,0.8008760883555,102.35058200649739,4.676377646028397e-05
98.0,8.462619855228034e-07,0.8008614004197755,102.35041861912751,4.707059720949418e-05
100.0,8.49178422606673e-07,0.8008464562379897,102.3502507895944,4.738663885883235e-05
102.0,8.521729412700146e-07,0.8008312499328867,102.35007843781624,4.771212192625321e-05
104.0,8.552469962759573e-07,0.8008157754328123,102.34990148072727,4.804727586674331e-05
106.0,8.584020966134777e-07,0.8008000264638988,102.34971983216664,4.839233945671288e-05
108.0,8.61639807565569e-07,0.8007839965418623,102.34953340276158,4.874756119967949e-05
110.0,8.649617528834953e-07,0.8007676789633917,102.34934209980452,4.9113199754692797e-05
112.0,8.683696170734816e-07,0.8007510667971028,102.3491458271239,4.948952438901986e-05
114.0,8.718651478042882e-07,0.8007341528740328,102.34894448494839,4.987681545618293e-05
116.0,8.754501584393034e-07,0.8007169297776515,102.34873796976372,5.0275364901568253e-05
118.0,8.791265307044729e-07,0.8006993898333523,102.34852617416229,5.068547679680164e-05
120.0,8.828962174960689e-07,0.8006815250974021,102.34830898668461,5.110746790520796e-05
122.0,8.867612458412575e-07,0.8006633273453053,102.34808629165238,5.154166827993086e-05
124.0,8.90723720016276e-07,0.800644788059561,102.3478579689926,5.19884218973998e-05
126.0,8.947858248356034e-07,0.8006258984167572,102.34762389405209,5.2448087327956725e-05
128.0,8.989498291204239e-07,0.8006066492739791,102.34738393740214,5.292103844655553e-05
130.0,9.03218089358959e-07,0.8005870311544737,102.34713796463213,5.3407665186012865e-05
132.0,9.075930535705837e-07,0.8005670342325323,102.34688583613197,5.390837433581565e-05
134.0,9.1207726538605e-07,0.8005466483175371,102.34662740686232,5.4423590389607615e-05
136.0,9.166733683586916e-07,0.8005258628371176,102.34636252611193,5.495375644471357e-05
138.0,9.213841105222146e-07,0.8005046668193606,102.3460910372412,5.549933515758876e-05
140.0,9.262123492093473e-07,0.8004830488740078,102.34581277741111,5.6060809758805584e-05
142.0,9.311610561513926e-07,0.8004609971725777,102.34552757729654,5.663868513211331e-05
144.0,9.362333228753531e-07,0.8004384994273347,102.34523526078289,5.723348896215503e-05
146.0,9.41432366420711e-07,0.8004155428690335,102.34493564464489,5.784577295592892e-05
148.0,9.4676153539638e-07,0.800392114223344,102.34462853820648,5.8476114143417686e-05
150.0,9.522243164032642e-07,0.8003681996858807,102.34431374298019,5.912511626307712e-05
152.0,9.578243408462509e-07,0.8003437848957197,102.34399105228499,5.979341123900728e-05
154.0,9.63565392164254e-07,0.8003188549073159,102.34366025084067,6.0481660756672866e-05
156.0,9.694514135095674e-07,0.8002933941606907,102.34332111433739,6.119055794423572e-05
158.0,9.754865159060622e-07,0.8002673864497724,102.34297340897835,6.192082916886019e-05
160.0,9.81674986924868e-07,0.8002408148887543,102.34261689099408,6.267323595568664e-05
162.0,9.880212999135593e-07,0.8002136618763225,102.34225130612546,6.344857704029351e-05
164.0,9.94530123821577e-07,0.8001859090575937,102.3418763890741,6.424769056484378e-05
166.0,1.001206333666291e-06,0.8001575372835955,102.34149186291685,6.507145642977169e-05
168.0,1.00805502168984e-06,0.8001285265680939,102.34109743848217,6.59207988135612e-05
170.0,1.0150815092596592e-06,0.8000988560415717,102.34069281368505,6.679668887494979e-05
172.0,1.0222913595710565e-06,0.8000685039021306,102.34027767281792,6.770014765247941e-05
174.0,1.0296903912163594e-06,0.8000374473630775,102.33985168579302,6.863224917824312e-05
176.0,1.0372846926887976e-06,0.8000056625969293,102.33941450733357,6.959412382459951e-05
178.0,1.0450806378984655e-06,0.7999731246755483,102.33896577610861,7.058696190324396e-05
180.0,1.0530849027831258e-06,0.7999398075060935,102.33850511380754,7.161201753969297e-05
182.0,1.0613044831051178e-06,0.7999056837624404,102.33803212414921,7.267061284704955e-05
184.0,1.0697467135332208e-06,0.7998707248116962,102.33754639181987,7.376414242612824e-05
186.0,1.0784192881214126e-06,0.7998349006353898,102.33704748133437,7.489407822155321e-05
188.0,1.087330282302681e-06,0.7997981797448839,102.33653493581379,7.60619747669318e-05
190.0,1.096488176532515e-06,0.7997605290905152,102.3360082756722,7.726947485467372e-05
192.0,1.105901881726425e-06,0.7997219139639034,102.33546699720485,7.85183156711684e-05
194.0,1.1155807666537579e-06,0.7996822978928257,102.33491057106878,7.981033544141043e-05
196.0,1.1255346874652182e-06,0.7996416425279965,102.3343384406462,8.114748063243422e-05
198.0,1.1357740195507384e-06,0.7995999075210062,102.33375002028025,8.253181377021338e-05
200.0,1.1463096919448954e-06,0.799557050392605,102.33314469337066,8.396552193102924e-05
202.0,1.1571532245218958e-06,0.7995130263904369,102.33252181031719,8.545092597514474e-05
204.0,1.1683167682466202e-06,0.7994677883352174,102.3318806862953,8.699049059808639e-05
206.0,1.1798131487802924e-06,0.7994212864542438,102.33122059884884,8.858683528448331e-05
208.0,1.1916559137707797e-06,0.7993734682010163,102.33054078528126,9.024274625848378e-05
210.0,1.2038593841970225e-06,0.7993242780595873,102.32984043982572,9.19611895368708e-05
212.0,1.2164387101792745e-06,0.7992736573321145,102.32911871057172,9.374532520342093e-05
214.0,1.2294099317153106e-06,0.7992215439079179,102.3283746961236,9.559852303793019e-05
216.0,1.2427900448582274e-06,0.79916787201212,102.32760744196314,9.752437965009551e-05
218.0,1.2565970739136043e-06,0.7991125719317553,102.32681593648473,9.95267372871982e-05
220.0,1.2708501503062392e-06,0.7990555697169363,102.3259991066693,0.00010160970450719955
222.0,1.2855695988462023e-06,0.7989967868544017,102.32515581335645,0.00010377767893269501
224.0,1.3007770322190986e-06,0.7989361399104181,102.32428484607185,0.00010603537233132091
226.0,1.3164954546299128e-06,0.798873540139632,102.32338491735953,0.00010838783830031135
228.0,1.3327493756553943e-06,0.7988088930560149,102.32245465656285,0.00011084050287184512
230.0,1.3495649354968265e-06,0.7987420979615659,102.32149260299076,0.00011339919839940105
232.0,1.3669700429905156e-06,0.7986730474278243,102.32049719839704,0.0001160702011375441
234.0,1.3849945279202234e-06,0.7986016267246034,102.31946677869016,0.00011886027298586536
236.0,1.4036703093932776e-06,0.7985277131895638,102.31839956478092,0.0001217767079384937
238.0,1.4230315822931363e-06,0.7984511755313699,102.3172936524605,0.0001248273838601732
240.0,1.4431150241204312e-06,0.7983718730581129,102.31614700118726,0.00012802082030567239
242.0,1.4639600248706814e-06,0.7982896548215018,102.31495742164212,0.00013136624320993047
244.0,1.485608943006184e-06,0.798204358665894,102.31372256189175,0.00013487365740699417
246.0,1.5081073910455863e-06,0.7981158101696026,102.31243989197401,0.00013855392809050538
248.0,1.5315045548570875e-06,0.798023821463984,102.31110668669149,0.00014241887251064544
250.0,1.5558535513898691e-06,0.797928189913535,102.3097200063651,0.00014648136341964215
252.0,1.5812118303646855e-06,0.7978286966375526,102.30827667525914,0.0001507554460359072
254.0,1.6076416263616914e-06,0.7977251048507369,102.30677325734253,0.0001552564706051426
256.0,1.6352104688518912e-06,0.7976171579963565,102.30520602899333,0.00016000124300712522
258.0,1.6639917590351903e-06,0.7975045776411062,102.30357094818697,0.0001650081963013752
260.0,1.694065423936782e-06,0.7973870610954436,102.30186361962723,0.000170297586642459
262.0,1.7255186601225879e-06,0.7972642787167531,102.30007925518188,0.00017589171764738554
264.0,1.7584467817147727e-06,0.7971358708449591,102.29821262886742,0.00018181519809015522
266.0,1.7929541902015279e-06,0.7970014443108552,102.29625802548497,0.00018809523876806475
268.0,1.8291554869746345e-06,0.7968605684460871,102.29420918183631,0.00019476199557407484
270.0,1.8671767537499875e-06,0.7967127705098942,102.29205921923636,0.0002018489672764221
272.0,1.9071570312263994e-06,0.7965575304307934,102.28980056577971,0.0002093934583251171
274.0,1.949250032782715e-06,0.7963942747406044,102.28742486649567,0.00021743711926787293
276.0,1.9936261380408833e-06,0.7962223695524988,102.28492287912943,0.00022602658019095913
278.0,2.0404747211764593e-06,0.7960411124028393,102.28228435278888,0.00023521419616574476
280.0,2.090006881519279e-06,0.7958497227367395,102.27949788607397,0.00024505892819283676
282.0,2.1424586600369677e-06,0.7956473307672327,102.27655076051846,0.00025562738887906336
284.0,2.1980948457691042e-06,0.7954329643747878,102.27342874417627,0.0002669950894405579
286.0,2.2572135025667466e-06,0.7952055336336338,102.2701158589087,0.00027924793411236053
288.0,2.3201513805036514e-06,0.7949638124487327,102.26659410328782,0.0002924840203636434
290.0,2.3872904206473995e-06,0.7947064166550437,102.2628431209048,0.0003068158194286549
292.0,2.459065620114337e-06,0.7944317777593499,102.25883980109462,0.00032237283289611104
294.0,2.535974601498315e-06,0.7941381112808463,102.25455779543091,0.00033930484931084194
296.0,2.618589333948857e-06,0.7938233783515171,102.24996692848885,0.00035778596254386504
298.0,2.7075705924815054e-06,0.7934852388449932,102.24503247486254,0.00037801956480487247
300.0,2.803685932133489e-06,0.7931209937763789,102.2397142656112,0.00040024459695931397
302.0,2.907832215655372e-06,0.7927275140027452,102.23396557525272,0.0004247434350679625
304.0,3.021064099141522e-06,0.7923011512784649,102.22773172374737,0.0004518519262749684
306.0,3.14463039684476e-06,0.7918376263692479,102.22094830456763,0.0004819722764745386
308.0,3.280020986791651e-06,0.7913318870372442,102.21353891684086,0.0005155897625241807
310.0,3.4290279950687576e-06,0.7907779260254756,102.20541223194058,0.0005532946329797664
312.0,3.5938265861270104e-06,0.7901685453076436,102.19645815540838,0.0005958111355511486
314.0,3.77708307450694e-06,0.7894950472276362,102.18654274199442,0.0006440364653370747
316.0,3.982101728894958e-06,0.7887468247761225,102.17550136595655,0.0006990937248006925
