t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,5.21267967127604e-07,1.000435782118149,192.0051099590872,0.0007191928204460911
2.0,5.201431093533397e-07,0.8342541124299244,160.00913500538857,0.00029572147814242256
4.0,5.199879598992012e-07,0.8071713453786601,154.79737079640796,0.0001326153019914129
6.0,5.200031246662889e-07,0.8019047317558149,153.7853362516372,6.46441734199768e-05
8.0,5.200681914809583e-07,0.8008429938779431,153.58246249206053,3.972057344685511e-05
10.0,5.2016018235514e-07,0.8006244310419064,153.54153002890337,3.309032098437292e-05
12.0,5.202745523162466e-07,0.8005762878438675,153.53325170726774,3.1892483016690886e-05
14.0,5.20410426616859e-07,0.8005626878044639,153.5315660601044,3.1791085956105075e-05
16.0,5.205676665981579e-07,0.8005560930480846,153.5312100466017,3.1842510362056305e-05
18.0,5.207462822486021e-07,0.800550897134419,153.5311204144923,3.189247183069271e-05
20.0,5.209463157802325e-07,0.8005459477257093,153.53108234320166,3.192871307872216e-05
22.0,5.211678192302276e-07,0.8005410028759035,153.53105242526945,3.1957295959513406e-05
24.0,5.214108504799573e-07,0.8005360092790931,153.53102188488225,3.198328364162519e-05
26.0,5.216754727177899e-07,0.8005309538478181,153.53098894263204,3.2009427997172566e-05
28.0,5.21961754470596e-07,0.800525832558303,153.53095323208709,3.2037066304741284e-05
30.0,5.222697696932304e-07,0.8005206436311877,153.53091467171325,3.206682453616565e-05
32.0,5.225995978467598e-07,0.8005153859178056,153.53087323695343,3.209899414553819e-05
34.0,5.229513239644358e-07,0.8005100584679473,153.5308289141746,3.2133713679375057e-05
36.0,5.233250387130994e-07,0.8005046603946262,153.5307816913579,3.217105287374209e-05
38.0,5.237208384542764e-07,0.8004991908250402,153.5307315562124,3.221105095030056e-05
40.0,5.241388253065157e-07,0.8004936488807138,153.53067849578744,3.2253733931516145e-05
42.0,5.24579107211709e-07,0.8004880336688096,153.530622496388,3.229912244810483e-05
44.0,5.250417980038303e-07,0.8004823442780665,153.53056354355041,3.2347235258514215e-05
46.0,5.2552701748267e-07,0.8004765797767229,153.53050162202996,3.239809083909453e-05
48.0,5.260348914903455e-07,0.8004707392113161,153.53043671579067,3.245170810715368e-05
50.0,5.26565551993322e-07,0.8004648216058513,153.53036880799456,3.2508106754712086e-05
52.0,5.27119137167421e-07,0.8004588259611378,153.53029788099093,3.256730740790685e-05
54.0,5.276957914882524e-07,0.8004527512541805,153.5302239163049,3.262933170856074e-05
56.0,5.282956658257e-07,0.8004465964375909,153.5301468946252,3.269420236135782e-05
58.0,5.289189175430067e-07,0.8004403604389965,153.53006679579175,3.2761943165901946e-05
60.0,5.295657106008921e-07,0.8004340421604339,153.52998359878222,3.283257904288649e-05
62.0,5.30236215666234e-07,0.8004276404777282,153.5298972816981,3.290613605801012e-05
64.0,5.3093061022608e-07,0.8004211542398497,153.5298078217503,3.298264144542826e-05
66.0,5.316490787066397e-07,0.8004145822682511,153.5297151952439,3.3062123631800174e-05
68.0,5.323918125978471e-07,0.8004079233561814,153.52961937756208,3.314461226120328e-05
70.0,5.331590105830647e-07,0.8004011762679766,153.52952034314973,3.323013822090486e-05
72.0,5.339508786745968e-07,0.800394339738325,153.52941806549575,3.3318733668604996e-05
74.0,5.347676303555853e-07,0.8003874124715086,153.52931251711536,3.341043206069626e-05
76.0,5.356094867265657e-07,0.8003803931406175,153.52920366953094,3.350526818188828e-05
78.0,5.364766766600908e-07,0.800373280386736,153.5290914932524,3.3603278176251345e-05
80.0,5.373694369600572e-07,0.8003660728181028,153.52897595775664,3.3704499579577096e-05
82.0,5.382880125288413e-07,0.8003587690092384,153.52885703146626,3.38089713533496e-05
84.0,5.39232656540826e-07,0.8003513675000443,153.52873468172714,3.391673391999536e-05
86.0,5.402036306230535e-07,0.8003438667948706,153.52860887478542,3.4027829200054483e-05
88.0,5.412012050434778e-07,0.8003362653615484,153.52847957576324,3.414230065065405e-05
90.0,5.42225658906455e-07,0.8003285616303905,153.5283467486337,3.426019330595668e-05
92.0,5.43277280356532e-07,0.8003207539931544,153.52821035619476,3.4381553819217945e-05
