t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,5.221915704835103e-07,1.0004198866275391,192.00736309045314,0.0007297901046359642
2.0,5.210371139498803e-07,0.8342794159278524,160.00935728474187,0.0003019500794622866
4.0,5.208747573863626e-07,0.8071709475246652,154.79731934896844,0.00013739728403307846
6.0,5.208865695556914e-07,0.8018968666229045,153.78523274519154,6.885887560443337e-05
8.0,5.209492725883568e-07,0.8008348779334388,153.58234858738217,4.333753451126128e-05
10.0,5.210392383698948e-07,0.8006164659691648,153.5414141744091,3.592072419615978e-05
12.0,5.211517387359378e-07,0.8005684076047508,153.53313563931908,3.417486194540213e-05
14.0,5.21285836140295e-07,0.800554837534791,153.53145013299934,3.37957554852097e-05
16.0,5.214413661128986e-07,0.8005482443075558,153.53109432884145,3.3720439872695054e-05
18.0,5.216183260577167e-07,0.800543036169972,153.53100491547985,3.371572734322739e-05
20.0,5.21816750868885e-07,0.8005380677853283,153.5309670602829,3.37303599438326e-05
22.0,5.220366874996203e-07,0.8005331003948156,153.53093735355588,3.3752338065889544e-05
24.0,5.222781897264629e-07,0.8005280821158253,153.53090701932945,3.377851176585477e-05
26.0,5.225413170684133e-07,0.8005230004885819,153.53087427849215,3.3807921274811426e-05
28.0,5.228261345763459e-07,0.8005178517617219,153.53083876501307,3.3840230995637855e-05
30.0,5.231327128132594e-07,0.8005126342702342,153.53080039778513,3.3875314270270875e-05
32.0,5.234611278822228e-07,0.8005073469094813,153.53075915268673,3.391312473292457e-05
34.0,5.238114614674755e-07,0.8005019887418728,153.5307150165235,3.395364999334322e-05
36.0,5.241838008836956e-07,0.8004965588788681,153.53066797771763,3.39968930412294e-05
38.0,5.245782391298193e-07,0.800491056439561,153.53061802442107,3.404286429232017e-05
40.0,5.249948749467468e-07,0.8004854805341873,153.53056514412822,3.409157807806307e-05
42.0,5.25433812879797e-07,0.8004798302569214,153.53050932359156,3.414305107643606e-05
44.0,5.258951633441911e-07,0.8004741046824609,153.53045054879752,3.419730161038179e-05
46.0,5.263790426955309e-07,0.8004683028642364,153.53038880495475,3.425434933781305e-05
48.0,5.268855733037013e-07,0.800462423833321,153.5303240764839,3.431421511958608e-05
50.0,5.274148836311755e-07,0.8004564665976479,153.5302563470076,3.437692096890293e-05
52.0,5.279671083158355e-07,0.8004504301413534,153.53018559934003,3.444249003800222e-05
54.0,5.285423882574252e-07,0.8004443134241709,153.53011181547583,3.451094662264364e-05
56.0,5.291408707094095e-07,0.8004381153808269,153.5300349765783,3.458231617479467e-05
58.0,5.297627093745507e-07,0.8004318349204386,153.5299550629674,3.4656625320094e-05
60.0,5.30408064505952e-07,0.8004254709258918,153.52987205410676,3.473390187774024e-05
62.0,5.310771030120559e-07,0.8004190222532037,153.52978592859037,3.481417488220896e-05
64.0,5.317699985676344e-07,0.80041248773086,153.5296966641283,3.489747460641922e-05
66.0,5.32486931728885e-07,0.8004058661591347,153.52960423753197,3.498383258622374e-05
68.0,5.332280900543715e-07,0.8003991563093846,153.52950862469885,3.507328164608053e-05
70.0,5.339936682313072e-07,0.8003923569233198,153.52940980059617,3.5165855926020584e-05
72.0,5.347838682068605e-07,0.8003854667122458,153.52930773924408,3.5261590909933994e-05
74.0,5.355988993262424e-07,0.8003784843562862,153.52920241369813,3.536052345514028e-05
76.0,5.364389784756253e-07,0.8003714085035694,153.52909379603088,3.546269182324361e-05
78.0,5.373043302316968e-07,0.8003642377693955,153.5289818573126,3.556813571250123e-05
80.0,5.38195187017436e-07,0.800356970735365,153.52886656759165,3.567689629162525e-05
82.0,5.391117892645343e-07,0.8003496059484868,153.52874789587318,3.578901623502994e-05
84.0,5.400543855823148e-07,0.8003421419202457,153.528625810098,3.590453975956995e-05
86.0,5.410232329334468e-07,0.8003345771256415,153.52850027711952,3.6023512663180385e-05
88.0,5.420185968175718e-07,0.8003269100021934,153.5283712626807,3.6145982364842434e-05
90.0,5.43040751461738e-07,0.8003191389489084,153.52823873138922,3.6271997946512704e-05
92.0,5.440899800183572e-07,0.8003112623252122,153.52810264669228,3.6401610196793856e-05
94.0,5.451665747721609e-07,0.8003032784498418,153.52796297084996,3.653487165650632e-05
96.0,5.462708373543451e-07,0.8002951855996991,153.5278196649078,3.6671836666100945e-05
98.0,5.474030789662513e-07,0.8002869820086621,153.5276726886681,3.681256141535288e-05
100.0,5.485636206110587e-07,0.8002786658663517,153.52752200066004,3.695710399489238e-05
102.0,5.497527933353897e-07,0.8002702353168559,153.52736755810884,3.710552445012521e-05
104.0,5.509709384807013e-07,0.8002616884574045,153.52720931690337,3.7257884837425667e-05
106.0,5.522184079436206e-07,0.8002530233369965,153.52704723156282,3.741424928258184e-05
108.0,5.534955644480559e-07,0.8002442379549745,153.5268812552017,3.757468404197724e-05
110.0,5.548027818270452e-07,0.8002353302595496,153.52671133949363,3.773925756611949e-05
112.0,5.561404453163739e-07,0.8002262981462659,153.52653743463378,3.7908040566088774e-05
114.0,5.575089518597086e-07,0.8002171394564115,153.5263594892996,3.8081106082773625e-05
116.0,5.589087104259296e-07,0.800207851975367,153.52617745061008,3.825852955893654e-05
118.0,5.603401423391961e-07,0.8001984334308914,153.52599126408336,3.844038891452581e-05
120.0,5.618036816221732e-07,0.8001888814913417,153.5258008735928,3.862676462525093e-05
122.0,5.632997753529469e-07,0.8001791937638258,153.52560622132108,3.881773980429913e-05
124.0,5.648288840363804e-07,0.8001693677922821,153.52540724771256,3.901340028797341e-05
126.0,5.663914819905218e-07,0.800159401055484,153.52520389142364,3.921383472460692e-05
