t,chi_hhi,lambda2,w_total
0.0,0.0010020209366597872,0.6827574256545175,47.67019537181104
0.5,0.0010012548527909212,0.6238238150318082,43.82987203796845
1.0,0.0010049827679547477,0.5840058181667473,41.300059874462775
1.5,0.0010129263116983784,0.555808854450246,39.55313290115639
2.0,0.0010250660654850703,0.5350219671542678,38.29959126615472
2.5,0.0010415676674451315,0.5191016822512436,37.366726582939634
3.0,0.0010627597875012785,0.506411782670189,36.64470789670102
3.5,0.001089138474955069,0.495840227716239,36.060003962389565
4.0,0.0011213902001887752,0.4865915108125884,35.56115205569124
4.5,0.0011604331170342432,0.4780664050098597,35.110588384160764
5.0,0.0012074803881399537,0.4697879102112289,34.6796577743591
5.5,0.0012641335577986224,0.46135279476537666,34.24538005118127
6.0,0.0013325194898069794,0.4523976113539769,33.78822527950024
6.5,0.0014154930035330385,0.44257240115756974,33.29048203996066
7.0,0.0015169417170175046,0.43151706321650346,32.73497636384477
7.5,0.0016422546393358708,0.4188366119073955,32.103997450335314
8.0,0.0017990613142883445,0.4040766920409305,31.37835276482179
8.5,0.0019984334875038506,0.3867167656290789,30.536537794631695
9.0,0.002256909185702134,0.3662086713675396,29.5540922631219
9.5,0.002600049659119951,0.34203213000135135,28.403362567584665
10.0,0.003069027257765598,0.31369317504732425,27.05415463345964
10.5,0.003733689110637905,0.28071238732652204,25.476206298534557
11.0,0.004720942021084472,0.24275836607756834,23.645035413632602
11.5,0.006283871555840271,0.20007268382678514,21.553213293584477
12.0,0.008986491405563849,0.15378097816992786,19.228113171659565
12.5,0.014168645903592788,0.1067052929544037,16.751268841264714
13.0,0.02468216387556061,0.06803192480623413,14.264862124115748
13.5,0.044862062637847346,0.04120822642352954,11.95510635216952
14.0,0.07905204430554795,0.02427494845971922,10.013669336033338
14.5,0.13052660155508458,0.014075552770696656,8.590337075674881
15.0,0.2009439723509695,0.008068102368925993,7.769249651354471
15.5,0.28818454569684127,0.004572312933916648,7.57685723486282
16.0,0.38265298870819286,0.0025571427612827214,7.995691571003438
16.5,0.47069131114051166,0.0014078602779313408,8.985079080617561
17.0,0.5438113000894134,0.0007613271948285857,10.506733750355409
17.5,0.600614738067653,0.00040372100206570433,12.52127570755745
18.0,0.642441873543232,0.00020977113527418514,14.957931662253122
18.5,0.6720506505842556,0.00010681789072643309,17.701979816483973
19.0,0.6932201351184818,5.337386609724507e-05,20.61133522448849
19.5,0.708646650367563,2.6244715306683617e-05,23.52553755045338
20.0,0.7196761654902246,1.2783245471880679e-05,26.2545134520299
20.5,0.7280424636901112,6.260220420448617e-06,28.564416041182316
21.0,0.7354797269218082,3.1427950678372804e-06,30.261186787194838
21.5,0.7420057912561954,1.6260895411920942e-06,31.334696454856687
22.0,0.747226040516129,8.608455969748693e-07,31.88256444577174
22.5,0.7522425463360856,4.633092164947809e-07,31.949228898628633
23.0,0.7588285746338588,2.5275727716937754e-07,31.658400409264686
23.5,0.7673156739933227,1.3950094377195955e-07,31.079850925884287
24.0,0.7755651057305282,7.778464281678126e-08,30.05741908070998
24.5,0.7815450232468846,4.36744216892695e-08,28.597632162548337
25.0,0.7856455291134338,2.436974813567905e-08,27.1346243886198
25.5,0.7892705701785898,1.3628187214725249e-08,25.98207286606858
26.0,0.792765778735286,7.666360743844726e-09,25.07683454487082
