label,N,alpha,beta,gamma,T,seed,chi_hhi_star,lambda2,total_weight,runtime_seconds,summary_path,matrix_path
N192_a1.66_T400_seed101,192,1.66,1.0,1.0,400.0,101,0.38606137029508175,-2.546927443245191e-16,23.759888362143478,114.21803580003325,results\alpha_scan_transition_N192_T400\run_full_N192_a1.66_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.66_b1.0_g1.0_seed101.csv
N192_a1.66_T400_seed102,192,1.66,1.0,1.0,400.0,102,0.29218712745045206,-4.18633583759307e-16,21.118565043530133,106.1386835000012,results\alpha_scan_transition_N192_T400\run_full_N192_a1.66_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.66_b1.0_g1.0_seed102.csv
N192_a1.66_T400_seed103,192,1.66,1.0,1.0,400.0,103,0.24783567394325595,-3.6698297112430587e-16,25.564097509369837,107.14013700000942,results\alpha_scan_transition_N192_T400\run_full_N192_a1.66_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.66_b1.0_g1.0_seed103.csv
N192_a1.68_T400_seed101,192,1.68,1.0,1.0,400.0,101,0.2802660541451492,-3.5301323913244815e-16,24.47998761030749,924.7362911999226,results\alpha_scan_transition_N192_T400\run_full_N192_a1.68_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.68_b1.0_g1.0_seed101.csv
N192_a1.68_T400_seed102,192,1.68,1.0,1.0,400.0,102,0.2761031908406429,-4.357621602650845e-16,23.79770074366525,106.56052429997362,results\alpha_scan_transition_N192_T400\run_full_N192_a1.68_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.68_b1.0_g1.0_seed102.csv
N192_a1.68_T400_seed103,192,1.68,1.0,1.0,400.0,103,0.23510915868863372,-4.441573190040771e-16,26.04994128160733,103.37403250008356,results\alpha_scan_transition_N192_T400\run_full_N192_a1.68_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.68_b1.0_g1.0_seed103.csv
N192_a1.70_T400_seed101,192,1.7,1.0,1.0,400.0,101,0.21060029745664624,-3.1666936988430693e-16,25.199995938477095,33512.17389429989,results\alpha_scan_transition_N192_T400\run_full_N192_a1.7_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.7_b1.0_g1.0_seed101.csv
N192_a1.70_T400_seed102,192,1.7,1.0,1.0,400.0,102,0.2365592220095988,-4.2680578158913806e-16,24.49634373676828,94.27614450000692,results\alpha_scan_transition_N192_T400\run_full_N192_a1.7_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.7_b1.0_g1.0_seed102.csv
N192_a1.70_T400_seed103,192,1.7,1.0,1.0,400.0,103,0.2373426717082937,-3.2311275031493914e-16,25.90239991184388,100.20768689992838,results\alpha_scan_transition_N192_T400\run_full_N192_a1.7_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.7_b1.0_g1.0_seed103.csv
N192_a1.74_T400_seed101,192,1.74,1.0,1.0,400.0,101,0.17275206019116532,-5.759255418028562e-16,22.20000109714666,96.56503519997932,results\alpha_scan_transition_N192_T400\run_full_N192_a1.74_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.74_b1.0_g1.0_seed101.csv
N192_a1.74_T400_seed102,192,1.74,1.0,1.0,400.0,102,0.19615747325121052,-5.293218741691311e-16,25.88490444241269,95.12646529998165,results\alpha_scan_transition_N192_T400\run_full_N192_a1.74_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.74_b1.0_g1.0_seed102.csv
N192_a1.74_T400_seed103,192,1.74,1.0,1.0,400.0,103,0.2388431418635868,-6.180032782198463e-16,25.65327958176567,94.70069599989802,results\alpha_scan_transition_N192_T400\run_full_N192_a1.74_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.74_b1.0_g1.0_seed103.csv
N192_a1.76_T400_seed101,192,1.76,1.0,1.0,400.0,101,0.1884572486658429,-4.749957778609139e-16,25.080000037307922,95.19990090001374,results\alpha_scan_transition_N192_T400\run_full_N192_a1.76_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.76_b1.0_g1.0_seed101.csv
N192_a1.76_T400_seed102,192,1.76,1.0,1.0,400.0,102,0.19558496857985125,-4.632968156015998e-16,26.539431081326086,92.63691989996005,results\alpha_scan_transition_N192_T400\run_full_N192_a1.76_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.76_b1.0_g1.0_seed102.csv
N192_a1.76_T400_seed103,192,1.76,1.0,1.0,400.0,103,0.2302908658742217,-4.615489194041198e-16,26.521483083971983,91.17486370005645,results\alpha_scan_transition_N192_T400\run_full_N192_a1.76_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.76_b1.0_g1.0_seed103.csv
N192_a1.80_T400_seed101,192,1.8,1.0,1.0,400.0,101,0.18515680019770756,-4.934936345002918e-16,26.3999999990169,92.15407399996184,results\alpha_scan_transition_N192_T400\run_full_N192_a1.8_b1.0_g1.0_seed101.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.8_b1.0_g1.0_seed101.csv
N192_a1.80_T400_seed102,192,1.8,1.0,1.0,400.0,102,0.20940177048459124,-4.650053447557068e-16,27.97125958045976,93.13691989996005,results\alpha_scan_transition_N192_T400\run_full_N192_a1.8_b1.0_g1.0_seed102.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.8_b1.0_g1.0_seed102.csv
N192_a1.80_T400_seed103,192,1.8,1.0,1.0,400.0,103,0.20892042518746773,-6.70202783330705e-16,26.401546248658907,93.91493690002244,results\alpha_scan_transition_N192_T400\run_full_N192_a1.8_b1.0_g1.0_seed103.json,results\alpha_scan_transition_N192_T400\W_full_N192_a1.8_b1.0_g1.0_seed103.csv
