label,N,alpha,beta,gamma,T,seed,chi_hhi_star,lambda2,total_weight,runtime_seconds,summary_path,matrix_path
N192_a1.80_T320_seed102,192,1.8,1.0,1.0,320.0,102,0.1786060170463885,1.3729056036784002e-05,51.66548886159091,81.39409069996327,results\time_scan_N192_refined\summary_N192_a1.80_T320_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed102.csv
N192_a1.80_T320_seed103,192,1.8,1.0,1.0,320.0,103,0.2949652544798259,1.0078443395490532e-06,52.85400957821807,78.07727929996327,results\time_scan_N192_refined\summary_N192_a1.80_T320_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed103.csv
N192_a1.80_T330_seed101,192,1.8,1.0,1.0,330.0,101,0.2513567202822768,2.1434662252036086e-06,49.994516127498315,82.27134420000948,results\time_scan_N192_refined\summary_N192_a1.80_T330_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed101.csv
N192_a1.80_T330_seed102,192,1.8,1.0,1.0,330.0,102,0.6385333388086527,1.1274682895472525e-12,61.703760635315476,81.42168899998069,results\time_scan_N192_refined\summary_N192_a1.80_T330_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed102.csv
N192_a1.80_T330_seed103,192,1.8,1.0,1.0,330.0,103,0.6819985013034673,2.631939351317894e-13,60.97013741995565,80.28235389990732,results\time_scan_N192_refined\summary_N192_a1.80_T330_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed103.csv
N192_a1.80_T340_seed101,192,1.8,1.0,1.0,340.0,101,0.6966813369223624,2.831867826341895e-13,52.78271457159638,83.20047989999875,results\time_scan_N192_refined\summary_N192_a1.80_T340_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed101.csv
N192_a1.80_T340_seed102,192,1.8,1.0,1.0,340.0,102,0.7321085252005061,-2.728581669464732e-16,43.293928424039194,83.3202398000285,results\time_scan_N192_refined\summary_N192_a1.80_T340_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed102.csv
N192_a1.80_T340_seed103,192,1.8,1.0,1.0,340.0,103,0.7511956011677545,-1.7853246075410812e-16,39.462640909921106,82.01221100008115,results\time_scan_N192_refined\summary_N192_a1.80_T340_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed103.csv
N192_a1.80_T350_seed101,192,1.8,1.0,1.0,350.0,101,0.8153991403684739,-3.0299433841041227e-16,35.321183317460026,84.2762945999857,results\time_scan_N192_refined\summary_N192_a1.80_T350_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed101.csv
N192_a1.80_T350_seed102,192,1.8,1.0,1.0,350.0,102,0.7830008429503474,-3.2829642720436677e-16,35.390015676797056,85.66186130000278,results\time_scan_N192_refined\summary_N192_a1.80_T350_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed102.csv
N192_a1.80_T350_seed103,192,1.8,1.0,1.0,350.0,103,0.7387873280855707,-3.7383608027258713e-16,32.5567414521498,86.41899999999441,results\time_scan_N192_refined\summary_N192_a1.80_T350_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed103.csv
N192_a1.80_T360_seed101,192,1.8,1.0,1.0,360.0,101,0.7940084356663759,-3.13808510561067e-16,27.982217113860997,88.22718160005752,results\time_scan_N192_refined\summary_N192_a1.80_T360_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed101.csv
N192_a1.80_T360_seed102,192,1.8,1.0,1.0,360.0,102,0.46101816008766444,-3.4164751114603533e-16,29.80123688118963,88.63904139993247,results\time_scan_N192_refined\summary_N192_a1.80_T360_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed102.csv
N192_a1.80_T360_seed103,192,1.8,1.0,1.0,360.0,103,0.41232107118459815,-5.039841916758575e-16,31.128645221916365,89.32456989993807,results\time_scan_N192_refined\summary_N192_a1.80_T360_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed103.csv
