label,N,alpha,beta,gamma,T,seed,chi_hhi_star,lambda2,total_weight,runtime_seconds,summary_path,matrix_path
N192_a1.74_T320_seed101,192,1.74,1.0,1.0,320.0,101,3.767800656724347e-05,0.6737409314435003,70.12432447715666,79.31990929995663,results\time_scan_N192_refined\summary_N192_a1.74_T320_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.74_T320_seed101.csv
N192_a1.74_T320_seed102,192,1.74,1.0,1.0,320.0,102,0.0019205402875028144,0.25424973033924675,58.48490160874609,77.47516499995254,results\time_scan_N192_refined\summary_N192_a1.74_T320_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.74_T320_seed102.csv
N192_a1.74_T320_seed103,192,1.74,1.0,1.0,320.0,103,0.005715326744817249,0.11697587511347236,50.96237422761352,78.2765848999843,results\time_scan_N192_refined\summary_N192_a1.74_T320_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.74_T320_seed103.csv
N192_a1.74_T330_seed101,192,1.74,1.0,1.0,330.0,101,0.0035242065960727543,0.16655838347483445,53.959952229121384,85.97697560000233,results\time_scan_N192_refined\summary_N192_a1.74_T330_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.74_T330_seed101.csv
N192_a1.74_T330_seed102,192,1.74,1.0,1.0,330.0,102,0.1403055649327963,5.6404960982168445e-05,45.838434743073904,79.07627620000858,results\time_scan_N192_refined\summary_N192_a1.74_T330_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.74_T330_seed102.csv
N192_a1.74_T330_seed103,192,1.74,1.0,1.0,330.0,103,0.24260618358747682,4.470529439858472e-06,45.2175608328848,78.59608110005502,results\time_scan_N192_refined\summary_N192_a1.74_T330_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.74_T330_seed103.csv
N192_a1.74_T340_seed101,192,1.74,1.0,1.0,340.0,101,0.16839009085245396,1.4202416066952125e-05,44.59960720364475,79.86864470003638,results\time_scan_N192_refined\summary_N192_a1.74_T340_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.74_T340_seed101.csv
N192_a1.74_T340_seed102,192,1.74,1.0,1.0,340.0,102,0.6098056867869883,8.772025487112418e-12,59.07144452234783,80.48501730000135,results\time_scan_N192_refined\summary_N192_a1.74_T340_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.74_T340_seed102.csv
N192_a1.74_T340_seed103,192,1.74,1.0,1.0,340.0,103,0.6469897561228732,1.9594182503079817e-12,57.4552398363123,83.25828219996765,results\time_scan_N192_refined\summary_N192_a1.74_T340_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.74_T340_seed103.csv
N192_a1.74_T350_seed101,192,1.74,1.0,1.0,350.0,101,0.6448419584709146,3.047585474482331e-12,53.27920173064891,86.0627387999557,results\time_scan_N192_refined\summary_N192_a1.74_T350_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.74_T350_seed101.csv
N192_a1.74_T350_seed102,192,1.74,1.0,1.0,350.0,102,0.7205967500084969,-1.3078160788021893e-16,40.9352867733633,83.97115839994512,results\time_scan_N192_refined\summary_N192_a1.74_T350_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.74_T350_seed102.csv
N192_a1.74_T350_seed103,192,1.74,1.0,1.0,350.0,103,0.7446159247503977,-3.0541088096478993e-17,38.819003932945925,84.80067019991111,results\time_scan_N192_refined\summary_N192_a1.74_T350_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.74_T350_seed103.csv
N192_a1.74_T360_seed101,192,1.74,1.0,1.0,360.0,101,0.8267013653066378,6.591231393158302e-17,34.61135179125934,88.22486529999878,results\time_scan_N192_refined\summary_N192_a1.74_T360_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.74_T360_seed101.csv
N192_a1.74_T360_seed102,192,1.74,1.0,1.0,360.0,102,0.7796659151341704,-3.0233273906914233e-16,33.43489571306688,85.36720670002978,results\time_scan_N192_refined\summary_N192_a1.74_T360_seed102.json,results\time_scan_N192_refined\matrix_N192_a1.74_T360_seed102.csv
N192_a1.74_T360_seed103,192,1.74,1.0,1.0,360.0,103,0.7448205392000624,-3.716830637085733e-16,31.502466339529725,90.40666149999015,results\time_scan_N192_refined\summary_N192_a1.74_T360_seed103.json,results\time_scan_N192_refined\matrix_N192_a1.74_T360_seed103.csv
N192_a1.80_T320_seed101,192,1.8,1.0,1.0,320.0,101,0.006582901708075755,0.09773548155297003,53.880187075720436,80.69373419997282,results\time_scan_N192_refined\summary_N192_a1.80_T320_seed101.json,results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed101.csv
