alpha,T,n_runs,chi_hhi_star_mean,chi_hhi_star_std,lambda2_mean,lambda2_std,runtime_seconds_mean,runtime_seconds_std
1.74,370.0,3,0.0030752041434930367,0.005279334910086435,0.46534552748563685,0.37510977783180394,99.04778026673011,0.10187609050305428
1.74,380.0,3,0.08956954142682455,0.1479832377243059,0.24304655937241101,0.37023845316539644,103.64178053336218,2.843367074295939
1.74,390.0,3,0.3298210787832055,0.34610370929393297,0.04766023193292235,0.08254978636504032,107.5297014999669,1.367909741431866
1.74,400.0,3,0.571934436459164,0.28356246793091844,4.146600454189964e-06,7.182122649611657e-06,108.95595563327272,1.138614686254702
1.74,410.0,3,0.7503316137742265,0.044424087470376676,9.510071167372349e-13,1.6474749201173847e-12,110.89489296668519,0.4975547703820839
1.74,420.0,3,0.6562024163880764,0.2044137674756216,-2.5522811231991075e-16,1.4160369828719202e-16,114.70309270002569,1.4736629509802415
1.74,430.0,3,0.4787534890109133,0.25555811852329263,-3.7864617219377376e-16,5.73581294269271e-17,118.32955223329675,0.45130599839703567
1.74,440.0,3,0.29080794106731306,0.0911045803075362,-6.044452189222941e-16,1.7282998108062564e-16,119.30647853327294,0.47502270919695255
