label,N,alpha,beta,gamma,T,seed,chi_hhi_star,lambda2,total_weight,runtime_seconds,summary_path,matrix_path
N256_a1.74_T480_seed101,256,1.74,1.0,1.0,480.0,101,0.17253629429086165,-5.919226987543088e-16,33.29999999942804,127.7758600001689,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T480_seed101.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed101.csv
N256_a1.74_T480_seed102,256,1.74,1.0,1.0,480.0,102,0.24704717581526667,-5.534221973562998e-16,44.40000397763885,125.6883200998418,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T480_seed102.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed102.csv
N256_a1.74_T480_seed103,256,1.74,1.0,1.0,480.0,103,0.17776680601182476,-8.735205831440485e-16,34.77849911773545,126.82092169998214,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T480_seed103.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed103.csv
N256_a1.74_T560_seed101,256,1.74,1.0,1.0,560.0,101,0.17253629429086165,-5.312481786880333e-16,33.299999999428,147.99480200000107,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T560_seed101.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed101.csv
N256_a1.74_T560_seed102,256,1.74,1.0,1.0,560.0,102,0.23136072834582078,-7.05012320061529e-16,44.39999999923738,151.0796860998962,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T560_seed102.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed102.csv
N256_a1.74_T560_seed103,256,1.74,1.0,1.0,560.0,103,0.1725362942908626,-6.562564107333526e-16,33.29999999942798,147.77029099990614,results\time_scan_N256_alpha174_plateau\summary_N256_a1.74_T560_seed103.json,results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed103.csv
