alpha,T,n_runs,chi_hhi_star_mean,chi_hhi_star_std,lambda2_mean,lambda2_std,runtime_seconds_mean,runtime_seconds_std
1.74,480.0,3,0.19911675870598436,0.04159126382328529,-6.729551597515524e-16,1.747582299848363e-16,126.76170059999761,1.0450292162791208
1.74,560.0,3,0.19214443897584835,0.03396230283655777,-6.308389698276383e-16,8.962716626929393e-17,148.94825969993448,1.8492796357315158
