t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,3.9376314983295694e-07,0.9995363445317862,255.98908322612357,0.0006230472855858079
2.0,3.9313149694375183e-07,0.8338340677299535,213.3424107159405,0.0002555454866127667
4.0,3.9304597304630215e-07,0.806792354959788,206.3952854369748,0.00011412389655452713
6.0,3.9305637148644617e-07,0.8015316674991196,205.0462515511008,5.5495071858376484e-05
8.0,3.930949404648781e-07,0.8004732088292837,204.775821870505,3.4489647774206055e-05
10.0,3.931487803423637e-07,0.8002566546953712,204.72126123210842,2.926999231669644e-05
12.0,3.9321534928330524e-07,0.8002100536791296,204.71022986253382,2.8494093275549003e-05
14.0,3.932941593328724e-07,0.800197821953327,204.70798756904645,2.851795402481751e-05
16.0,3.9338513057761524e-07,0.800192534170804,204.70751861933556,2.861038508490431e-05
18.0,3.9348826350348804e-07,0.8001886307125926,204.70740567100674,2.8674429423388155e-05
20.0,3.93603574855592e-07,0.8001849796674684,204.7073623637707,2.871454674972372e-05
22.0,3.937310856490988e-07,0.8001813482876438,204.7073308374883,2.874241311808382e-05
24.0,3.9387081919953997e-07,0.8001776875524613,204.70729939795234,2.8765231684946883e-05
26.0,3.9402280093546877e-07,0.8001739864838295,204.70726567795018,2.8786640261621446e-05
28.0,3.9418705846185957e-07,0.8001702422007738,204.7072291942725,2.8808358682973913e-05
30.0,3.943636216246735e-07,0.800166453639247,204.70718984392147,2.883118023139425e-05
32.0,3.945525225533455e-07,0.8001626201797376,204.70714760028295,2.8855468487981933e-05
34.0,3.9475379569021286e-07,0.8001587413233381,204.70710245173882,2.8881391247820627e-05
36.0,3.949674778127228e-07,0.8001548166052334,204.7070543892625,2.890902790504598e-05
38.0,3.9519360805401047e-07,0.8001508455676721,204.70700340390934,2.8938418219814635e-05
40.0,3.954322279218326e-07,0.8001468277501342,204.70694948630697,2.896958436039898e-05
42.0,3.956833813191208e-07,0.8001427626853006,204.70689262654855,2.900254084591587e-05
44.0,3.959471145643431e-07,0.800138649897241,204.70683281416754,2.9037299028451157e-05
46.0,3.9622347641360285e-07,0.8001344889005159,204.70677003812884,2.9073869114329436e-05
48.0,3.965125180834376e-07,0.800130279199675,204.7067042868225,2.9112261077225606e-05
50.0,3.9681429327501966e-07,0.8001260202889244,204.70663554805833,2.915248507245128e-05
52.0,3.9712885819970607e-07,0.8001217116518654,204.70656380906007,2.9194551626892597e-05
54.0,3.9745627160547576e-07,0.8001173527612658,204.70648905645925,2.923847172818618e-05
56.0,3.977965948051598e-07,0.8001129430788383,204.70641127628892,2.9284256868694636e-05
58.0,3.9814989170554687e-07,0.8001084820550216,204.70633045397693,2.9331919069348327e-05
60.0,3.985162288381973e-07,0.8001039691287578,204.70624657433908,2.9381470894526557e-05
62.0,3.988956753912586e-07,0.8000994037272626,204.70615962157171,2.9432925463379968e-05
64.0,3.992883032432011e-07,0.8000947852657947,204.70606957924412,2.9486296459387338e-05
66.0,3.9969418699748044e-07,0.8000901131474129,204.70597643029066,2.9541598139685714e-05
68.0,4.00113404019009e-07,0.8000853867627268,204.70588015700235,2.9598845344330255e-05
70.0,4.0054603447200724e-07,0.8000806054896474,204.70578074101843,2.9658053505647524e-05
72.0,4.009921613593572e-07,0.8000757686931184,204.70567816331703,2.9719238658274415e-05
74.0,4.0145187056366357e-07,0.8000708757248496,204.70557240420624,2.978241744915096e-05
76.0,4.019252508898612e-07,0.8000659259230382,204.70546344331402,2.9847607148361894e-05
78.0,4.02412394109528e-07,0.8000609186120801,204.70535125957824,2.9914825660060702e-05
80.0,4.029133950066687e-07,0.8000558531022781,204.70523583123614,2.9984091534116803e-05
82.0,4.034283514256507e-07,0.8000507286895346,204.7051171358134,3.005542397809445e-05
84.0,4.039573643207057e-07,0.8000455446550411,204.7049951501129,3.0128842869751188e-05
86.0,4.045005378070665e-07,0.8000403002649534,204.7048698502029,3.0204368770075177e-05
88.0,4.0505797921450705e-07,0.8000349947700619,204.70474121140472,3.0282022936815522e-05
90.0,4.05629799142317e-07,0.8000296274054473,204.70460920828043,3.036182733851546e-05
92.0,4.062161115165801e-07,0.8000241973901299,204.70447381461943,3.0443804669167144e-05
94.0,4.068170336494298e-07,0.8000187039267048,204.70433500342511,3.052797836344588e-05
96.0,4.074326863003673e-07,0.8000131462009697,204.70419274690062,3.061437261239681e-05
98.0,4.0806319373991044e-07,0.8000075233815379,204.70404701643446,3.070301237990826e-05
100.0,4.087086838151858e-07,0.8000018346194411,204.70389778258524,3.0793923419683446e-05
102.0,4.093692880182467e-07,0.7999960790477221,204.70374501506632,3.088713229298601e-05
104.0,4.100451415563928e-07,0.7999902557810096,204.7035886827294,3.098266638685909e-05
106.0,4.1073638342529735e-07,0.799984363915087,204.70342875354794,3.108055393328909e-05
108.0,4.114431564840817e-07,0.7999784025264409,204.70326519459988,3.118082402893554e-05
110.0,4.121656075340258e-07,0.7999723706718007,204.7030979720496,3.1283506655580336e-05
112.0,4.1290388739872685e-07,0.7999662673876627,204.70292705112954,3.138863270136928e-05
114.0,4.136581510081515e-07,0.7999600916897963,204.702752396121,3.14962339830927e-05
116.0,4.1442855748468876e-07,0.7999538425727405,204.70257397033436,3.1606343268879435e-05
118.0,4.152152702329023e-07,0.7999475190092786,204.7023917360884,3.171899430198416e-05
