t,chi_hhi_star,lambda2,total_weight,load_cv
0.0,3.90411975298114e-07,0.9998958416771956,255.99750193007486,0.0006429674297426375
2.0,3.8973715067069046e-07,0.8338655884171997,213.34422832066838,0.00026612610228536425
4.0,3.896377571456931e-07,0.8067981560986766,206.39626885245073,0.00012129446048103977
6.0,3.896389764710998e-07,0.8015329539887606,205.04708894361755,6.106888993982521e-05
8.0,3.8966928101923337e-07,0.8004718297723449,204.7766333605544,3.869847305588042e-05
10.0,3.8971496418067236e-07,0.8002543417424647,204.72206932589717,3.2184339272860974e-05
12.0,3.89773279487416e-07,0.8002073328202222,204.71103885587576,3.062941022485907e-05
14.0,3.8984367769831704e-07,0.8001948933578512,204.70879831251725,3.028211460249581e-05
16.0,3.8992605736765236e-07,0.800189481471719,204.7083313112509,3.0210148499091137e-05
18.0,3.9002041038980975e-07,0.8001854900964446,204.70822038628117,3.0204931688566335e-05
20.0,3.9012674973169133e-07,0.8001817668599936,204.70817915392746,3.0218797103072927e-05
22.0,3.902450945769513e-07,0.8001780699609568,204.70814974959384,3.0239823029753988e-05
24.0,3.903754672248347e-07,0.8001743463233142,204.70812047823728,3.026458218866228e-05
26.0,3.905178924255112e-07,0.8001705831390135,204.70808897252633,3.029192567797112e-05
28.0,3.90672397234951e-07,0.8001667766949109,204.70805474929008,3.0321417869015262e-05
30.0,3.90839010986625e-07,0.8001629255434687,204.70801770561374,3.0352881587840825e-05
32.0,3.910177652926448e-07,0.8001590288836199,204.7079778149852,3.038624373540742e-05
34.0,3.912086940542564e-07,0.800155086125737,204.70793506590132,3.042147588055988e-05
36.0,3.9141183347592083e-07,0.8001510967550524,204.70788944946077,3.0458569511153184e-05
38.0,3.91627222081578e-07,0.8001470602820533,204.70784095685434,3.0497525275856095e-05
40.0,3.918549007322623e-07,0.8001429762224671,204.70778957885418,3.053834821074353e-05
42.0,3.9209491264549013e-07,0.8001388440886318,204.70773530570744,3.0581045602230506e-05
44.0,3.92347303415275e-07,0.800134663385607,204.707678127111,3.0625626027699934e-05
46.0,3.9261212103375324e-07,0.8001304336093356,204.70761803220222,3.0672098925783344e-05
48.0,3.9288941591422147e-07,0.8001261542457078,204.70755500955306,3.0720474405412155e-05
50.0,3.9317924091463377e-07,0.8001218247700297,204.70748904716467,3.07707631630431e-05
52.0,3.9348165136313796e-07,0.8001174446466682,204.70742013246124,3.082297644861848e-05
54.0,3.9379670508454543e-07,0.8001130133287695,204.70734825228442,3.087712605404983e-05
56.0,3.941244624280556e-07,0.8001085302580115,204.70727339288666,3.093322431169485e-05
58.0,3.9446498629635325e-07,0.8001039948643626,204.70719553992487,3.099128409791078e-05
