0.000000000000000000e+00,1.885684192914480282e-03,1.325835987237878504e-03,1.486675629978937959e-03,9.700737062134602226e-04,6.547318927943183119e-03,8.063643384769280786e-04,2.593093401159696047e-03,2.421662894077824136e-03,1.231749256634333614e-02,3.275737745881811963e-03,5.664741631583757779e-04,1.756090577780029111e-02,1.617280926177568773e-02,2.736740760163403671e-04,2.829406320240386748e-03,4.937734545391447329e-03,1.070334669440211207e-03,2.307228626277924022e-02,2.611213678376035977e-02,6.789179596491603944e-04,2.761020581031602139e-02,2.864702346606542646e-02,1.055790813418728885e-03,2.401972938066572385e-03,7.749754967172592423e-04,3.331265386680900002e-04,2.454672370696368844e-02,7.656786573912996614e-03,6.932805272674776205e-04,2.773931120970872955e-03,5.126064739261615303e-04,4.389559341433328242e-04,3.182304291386000563e-04,1.141708017052426791e-02,5.717149254030641503e-04,6.458981163318466097e-04,1.358646225372229545e-02,5.419686046398895091e-03,2.793027481644313852e-03,7.697031125433361409e-04,5.949368036400373184e-03,2.942779083788417752e-02,1.922660115021343832e-02,1.832260444374544592e-03,1.963968488606646860e-03,2.479178383188700673e-03,2.863799901110687315e-02,2.084196012570253397e-03,6.790844145036596322e-04,4.651107525246982004e-03,2.768909045996458332e-02,5.064231537066347542e-04,4.694245125410124661e-03,6.298447996401250124e-04,4.182273933250467055e-04,1.291449806404269818e-03,2.330608870127654636e-02,2.334834246919875039e-02,7.982165227160945703e-03,3.127190861425876121e-03,8.351408050502368181e-04,1.688055286820360629e-02,1.149763357599784680e-03
1.885684192914480282e-03,0.000000000000000000e+00,1.397804135875444984e-02,1.402357370098924680e-02,1.271574760213117945e-02,9.799588653169141739e-03,1.252249063174291042e-02,1.299822204320311148e-02,1.350306241493027040e-02,6.349780473075393276e-03,1.218241533017837969e-02,1.170222374477947365e-02,4.411102506332273063e-03,4.844720470539397653e-03,7.821390668021697967e-03,1.324215134321656169e-02,1.162369960573180622e-02,1.282517534245528751e-02,2.726904342816166994e-03,2.123770696841572811e-03,1.158306838653446955e-02,1.601386469324831818e-03,1.338719926669666065e-03,1.340478612009773224e-02,1.451173116673938265e-02,1.219959185373378080e-02,8.692856424402492857e-03,2.446616456493801075e-03,8.853175295264678613e-03,1.141834102562167691e-02,1.354867782137960872e-02,1.122028528091052746e-02,9.745456837626934390e-03,8.545224821158475120e-03,6.744333693003646581e-03,1.061726103371789937e-02,1.120405865548530604e-02,5.822737263910957896e-03,1.103290948417456722e-02,1.293021266712571053e-02,1.261565199846479031e-02,1.058463520566887799e-02,1.294178229048471591e-03,4.042048560741450143e-03,1.375883171694005681e-02,1.377280858108236028e-02,1.331789676987025009e-02,1.574618645341583408e-03,1.371821708297071840e-02,1.202321177438977692e-02,1.180858056766809390e-02,1.733624875025636600e-03,1.047270485617191223e-02,1.164941864081115754e-02,1.126328247078571543e-02,9.108435233112392032e-03,1.346254788794242624e-02,2.702873971447544970e-03,2.507613018301278144e-03,8.743906919191503369e-03,1.268610087121333808e-02,1.247274356960288363e-02,4.755448919767599550e-03,1.353160414628817518e-02
1.325835987237878504e-03,1.397804135875444984e-02,0.000000000000000000e+00,1.395603873969570100e-02,1.455711411413028282e-02,8.146821199746146977e-03,1.372384686789429424e-02,1.259698692718543532e-02,1.251668648956635009e-02,4.616122944927966883e-03,1.175373619022255893e-02,1.372498653303491287e-02,3.168481484250505048e-03,3.656685155949062922e-03,1.031539165027250959e-02,1.280628622879148061e-02,9.311069329040196074e-03,1.403318282969366962e-02,1.902122447889754162e-03,1.515733720738234513e-03,1.347770861587195557e-02,1.146031492290114752e-03,8.976178601725791828e-04,1.483811243429523398e-02,1.290434278625243215e-02,1.380265884595620676e-02,1.103494752821247010e-02,1.694440114281181922e-03,7.147871766846050287e-03,1.381178629317266447e-02,1.245114489737565028e-02,1.285392996095795909e-02,1.252380291876276260e-02,1.110230053872396198e-02,5.093897790201361818e-03,1.332556303437367438e-02,1.346773742259201219e-02,4.457914179092243960e-03,9.392837127278267154e-03,1.200045337178864448e-02,1.460650416381152790e-02,8.730974902621294401e-03,8.701881339741078872e-04,2.915326561442673371e-03,1.424822859448653979e-02,1.343282141865988211e-02,1.254444103530969086e-02,1.081860876686262457e-03,1.328631285652057820e-02,1.406366633208454633e-02,9.823512800957327762e-03,1.177919091445777311e-03,1.273668988960167947e-02,9.938156676493784675e-03,1.336566646477697733e-02,1.190249401354998883e-02,1.383112379473120344e-02,1.960910492447815769e-03,1.764658419673566627e-03,7.093727490348117337e-03,1.166167210946745733e-02,1.388484616759498406e-02,3.376210027651769044e-03,1.468218389078009868e-02
1.486675629978937959e-03,1.402357370098924680e-02,1.395603873969570100e-02,0.000000000000000000e+00,1.406402116827208844e-02,8.877488247625258191e-03,1.433403643082839345e-02,1.304292410958451248e-02,1.334741730283938929e-02,5.130250655449623658e-03,1.130008474686798083e-02,1.235882650872966761e-02,3.545706270658716391e-03,3.838294794602503494e-03,9.626370245439172871e-03,1.219540886774751233e-02,1.050186791588373497e-02,1.441705245671751415e-02,2.231031741826094983e-03,1.690689578747697980e-03,1.328980601904040416e-02,1.281455189017532666e-03,1.037121898972888975e-03,1.404126164903729719e-02,1.388212642376343217e-02,1.331260348698280228e-02,1.034226742995668184e-02,1.869693121489535408e-03,7.763722479362881665e-03,1.298589560670215456e-02,1.259885304978402253e-02,1.226333925265585094e-02,1.128576862699437813e-02,9.907394254097742770e-03,5.613062281892453216e-03,1.265018602475676338e-02,1.315840830728238348e-02,4.764539138499374223e-03,9.634891959619053953e-03,1.250780601429444215e-02,1.328246064354491468e-02,9.251775302035568707e-03,1.031830204516681225e-03,3.153467180041755885e-03,1.364544902115807229e-02,1.405438877926741721e-02,1.356436245061345275e-02,1.269981739135190441e-03,1.294805725520827185e-02,1.303380306177358110e-02,1.065058569791747962e-02,1.345952529697965264e-03,1.233906750150689548e-02,1.071515624765145142e-02,1.238935081006373347e-02,1.081130326691990239e-02,1.400867664442848222e-02,2.156684845330305179e-03,1.987937527551481617e-03,7.836797469452655082e-03,1.231174816679558512e-02,1.325657835656790344e-02,3.743895269586779238e-03,1.373948575850111355e-02
9.700737062134602226e-04,1.271574760213117945e-02,1.455711411413028282e-02,1.406402116827208844e-02,0.000000000000000000e+00,6.607022189155719455e-03,1.499907249223966614e-02,1.089028847121667302e-02,1.134740977888560112e-02,3.589404725644008021e-03,1.043276867236748832e-02,1.562869957568472495e-02,2.387582467667314669e-03,2.736809977828283391e-03,1.310742575751473044e-02,1.142421269738784669e-02,7.907275386449015217e-03,1.483207135758313894e-02,1.447381746396740826e-03,1.127643052967095775e-03,1.548481215476647452e-02,8.378983937238623303e-04,6.712330153263012383e-04,1.524717730894423716e-02,1.155060956094428222e-02,1.509835162308903814e-02,1.376737960664107911e-02,1.261765626193913324e-03,5.807910820546989192e-03,1.532130698183697785e-02,1.113301597583983039e-02,1.484672332273974382e-02,1.487210016561536785e-02,1.426518736598018575e-02,4.088932043631360660e-03,1.516832343868612133e-02,1.519303054121937113e-02,3.455318744014429684e-03,7.506350164014315325e-03,1.065307271326334550e-02,1.519672733989762756e-02,7.078522159799107392e-03,6.482959530706763202e-04,2.160946197979407568e-03,1.328333429599054885e-02,1.267246049089684745e-02,1.149195359451851348e-02,7.963732064631812548e-04,1.271733437942029928e-02,1.548141604358269606e-02,8.269513719752805136e-03,8.655243424252550373e-04,1.459552965141942479e-02,8.069602088128643644e-03,1.563931375813454663e-02,1.462983228029201242e-02,1.445190162723000195e-02,1.454187168856500411e-03,1.301977758428256565e-03,5.757420630582921889e-03,1.063155675162354673e-02,1.497391212261379653e-02,2.615915374924423879e-03,1.480836766039948793e-02
6.547318927943183119e-03,9.799588653169141739e-03,8.146821199746146977e-03,8.877488247625258191e-03,6.607022189155719455e-03,0.000000000000000000e+00,5.571725121800094778e-03,1.213696594359123075e-02,1.122381178984127592e-02,1.363331313783161178e-02,1.244999383870637640e-02,4.358278786442328079e-03,1.184424491300950510e-02,1.227851196537893541e-02,2.394386487121912769e-03,1.141977680006577359e-02,1.441369501627965885e-02,6.648116930426492717e-03,8.693118865792654262e-03,7.283687115343260611e-03,4.847409168192298203e-03,6.125312567223773971e-03,5.140907155622590451e-03,6.897727361637394708e-03,1.164057837528281562e-02,5.533282463163135059e-03,2.873857307891145366e-03,8.043996909217839344e-03,1.462576738484344489e-02,5.244366503085813765e-03,1.171995572000165443e-02,3.999427490643505702e-03,3.733975817611160687e-03,2.728761702732731068e-03,1.391533255350082578e-02,4.662618359274158485e-03,4.965254896996406514e-03,1.309690867007390000e-02,1.424575890403542884e-02,1.206742931840620869e-02,5.859534055162026432e-03,1.464236546391928587e-02,5.060895810196597462e-03,1.099856872244658196e-02,1.002198629508239090e-02,9.954148104037465611e-03,1.157434477531677462e-02,5.970614140106644124e-03,9.674658366151604738e-03,5.043898809818237426e-03,1.386540680437883810e-02,6.116919483685017561e-03,4.143700881758514455e-03,1.455947015687819764e-02,4.540803110998395745e-03,3.309633679198520102e-03,7.340168374512076079e-03,8.582422088461688636e-03,8.304561927765808857e-03,1.553920931567301031e-02,1.180720527482991521e-02,5.512546943062263810e-03,1.129264908464553893e-02,7.130839486958953123e-03
8.063643384769280786e-04,1.252249063174291042e-02,1.372384686789429424e-02,1.433403643082839345e-02,1.499907249223966614e-02,5.571725121800094778e-03,0.000000000000000000e+00,1.023218944092535790e-02,1.124689993509246123e-02,3.051211349906076623e-03,8.920049830953806838e-03,1.616878216869254911e-02,2.066479391825153025e-03,2.178379664873649011e-03,1.515556826218130565e-02,1.014996246007855187e-02,7.205271968131731972e-03,1.627668948420064876e-02,1.263760083042924807e-03,9.051422995612103117e-04,1.711353711850183493e-02,6.736650669194371634e-04,5.596368665325569380e-04,1.458033408768811233e-02,1.127883129370246991e-02,1.549937069106148077e-02,1.546526365159475898e-02,1.020758501546792677e-03,4.989757160684991401e-03,1.536810260213619488e-02,1.002662517653940717e-02,1.672939967657761234e-02,1.553665872772576860e-02,1.470074850109132601e-02,3.406925865144434708e-03,1.606528154880866588e-02,1.602586069104911318e-02,2.874379518938059014e-03,6.759965690524263361e-03,9.832852506070622473e-03,1.580866442046030204e-02,6.507941197864279374e-03,5.373923546900737872e-04,1.842027625208415408e-03,1.203905060651723306e-02,1.248099801973561428e-02,1.151710252966847529e-02,6.727789652357149932e-04,1.161693608669677434e-02,1.546901921566933187e-02,7.796436760790037210e-03,7.185872582434357737e-04,1.664311930993915209e-02,7.252677462924631696e-03,1.648064330570501654e-02,1.535612300070234547e-02,1.483812928161109927e-02,1.166493459054018106e-03,1.063352092888675965e-03,4.915701945949564958e-03,9.754264796596604989e-03,1.584219286297969959e-02,2.224997782124418875e-03,1.435344910425879333e-02
2.593093401159696047e-03,1.299822204320311148e-02,1.259698692718543532e-02,1.304292410958451248e-02,1.089028847121667302e-02,1.213696594359123075e-02,1.023218944092535790e-02,0.000000000000000000e+00,1.434895027197536505e-02,8.458443909098976171e-03,1.397565947303870681e-02,8.503102968074336201e-03,5.775916111705847560e-03,6.301393894177350838e-03,5.591748403084792658e-03,1.306147073686704865e-02,1.315747424644879947e-02,1.134306943080262350e-02,3.733803476281309479e-03,2.970854385631828756e-03,9.042425523723220809e-03,2.282690918832141428e-03,1.874812973622744282e-03,1.121912681745382105e-02,1.404886519009381114e-02,1.046280149038797229e-02,6.569085790347262144e-03,3.189525435347692270e-03,1.161493271894244346e-02,1.002576014943469193e-02,1.338087822958010029e-02,8.290133697139332250e-03,7.731664855276190219e-03,6.050678781270924129e-03,8.485955635572983019e-03,9.402612850052768922e-03,9.310138728764617150e-03,7.302586701420127509e-03,1.263440019673052819e-02,1.530750810441829091e-02,1.034035199698063456e-02,1.208357376935288892e-02,1.892410495948275255e-03,5.030401456770203575e-03,1.408392928243697856e-02,1.370885354233650037e-02,1.426011145847443269e-02,2.269864701699748563e-03,1.298544074451224613e-02,9.341919021140549992e-03,1.315317696333192198e-02,2.376298019997029418e-03,8.782367642621280099e-03,1.333951154437467042e-02,8.804703457099672878e-03,6.872708063252138712e-03,1.193355138242810712e-02,3.699244683676951393e-03,3.490475979327711201e-03,1.083126413600272141e-02,1.365099233136366809e-02,1.032822137553153496e-02,5.801311615583063658e-03,1.187886712357309228e-02
2.421662894077824136e-03,1.350306241493027040e-02,1.251668648956635009e-02,1.334741730283938929e-02,1.134740977888560112e-02,1.122381178984127592e-02,1.124689993509246123e-02,1.434895027197536505e-02,0.000000000000000000e+00,7.838521384168708334e-03,1.339313907334841770e-02,8.828082464851816011e-03,5.308139435874804912e-03,5.943222587372068259e-03,6.114529592227736093e-03,1.305716150789163268e-02,1.273344460020180841e-02,1.206064737132863003e-02,3.591738914362056258e-03,2.702722567240187397e-03,9.805143822942237464e-03,2.142864000242584999e-03,1.760567362152961040e-03,1.190622470595200343e-02,1.373394491173892187e-02,1.124512588100004887e-02,7.159343845057479158e-03,2.964240798163073325e-03,1.035831057700593860e-02,9.990622060694108811e-03,1.432382921940715537e-02,8.958183418140046664e-03,7.984864759080674557e-03,6.584297771681342330e-03,7.998237982385242653e-03,9.773104707518708023e-03,9.669702715577129307e-03,7.399646607132445188e-03,1.253285186165556571e-02,1.397369598961300391e-02,1.062778295871615389e-02,1.173157736198425158e-02,1.758504247957358348e-03,4.701025118766271292e-03,1.347362477935142022e-02,1.402378699843805435e-02,1.423739250771684402e-02,2.152969632160789664e-03,1.346826776400583681e-02,9.635650973343543729e-03,1.291354574138621307e-02,2.265374137586172176e-03,9.368617597662510718e-03,1.326284053677175348e-02,9.328663620675742632e-03,7.419956775453790711e-03,1.243909572196121895e-02,3.503877926963594718e-03,3.201678288746409064e-03,1.056636725676064412e-02,1.394468288740886852e-02,1.106603255014448374e-02,5.649951636357607512e-03,1.178331791099579591e-02
1.231749256634333614e-02,6.349780473075393276e-03,4.616122944927966883e-03,5.130250655449623658e-03,3.589404725644008021e-03,1.363331313783161178e-02,3.051211349906076623e-03,8.458443909098976171e-03,7.838521384168708334e-03,0.000000000000000000e+00,9.339883620877426074e-03,2.243553734129148224e-03,1.609114255497168244e-02,1.725680457247875249e-02,1.133425314537670620e-03,8.106273088942060959e-03,1.211563862221263360e-02,3.865805541622187574e-03,1.472561109228736655e-02,1.324089632807841019e-02,2.549568636083678237e-03,1.142960624846780029e-02,1.044179603200534774e-02,3.837830128079698297e-03,7.749993052857788618e-03,3.060380892892438937e-03,1.404719714611160413e-03,1.333486466828898154e-02,1.518529298447479289e-02,2.701022209150418310e-03,8.307098859186184611e-03,2.117107542030352910e-03,1.823358133665512219e-03,1.326228743598477540e-03,1.654828653571385755e-02,2.343598325434984204e-03,2.423138875022669367e-03,1.647596808427317580e-02,1.210177369494826703e-02,8.863183398240302019e-03,2.981134945818854961e-03,1.292390362698299204e-02,1.058366342831217922e-02,1.560058175309606519e-02,6.178482761577978530e-03,6.460386227111158258e-03,7.399937261981260998e-03,1.149437612246524687e-02,6.764646213334444755e-03,2.596451440893795051e-03,1.166074012697664898e-02,1.203426160964067917e-02,2.128042278525444590e-03,1.171800575959275857e-02,2.469126584758810691e-03,1.621975326070609642e-03,4.631102495868029585e-03,1.453963708981830666e-02,1.410492371408285373e-02,1.478089001302028416e-02,8.919825651891904322e-03,3.141807078281290671e-03,1.698774846417908102e-02,4.153120689537856229e-03
